0,1,-1.5,-0.3,0.0,-0.2,-0.3
1,0,-1.5,-0.3,0.0,-0.2,0.10000000000000003
2,1,-1.5,-0.3,0.0,-0.2,0.5
3,0,-1.5,-0.3,0.0,0.04999999999999999,-0.3
4,0,-1.5,-0.3,0.0,0.04999999999999999,0.10000000000000003
5,1,-1.5,-0.3,0.0,0.04999999999999999,0.5
6,0,-1.5,-0.3,0.0,0.3,-0.3
7,0,-1.5,-0.3,0.0,0.3,0.10000000000000003
8,1,-1.5,-0.3,0.0,0.3,0.5
9,1,-1.5,-0.3,1.57,-0.2,-0.3
10,1,-1.5,-0.3,1.57,-0.2,0.10000000000000003
11,1,-1.5,-0.3,1.57,-0.2,0.5
12,1,-1.5,-0.3,1.57,0.04999999999999999,-0.3
13,1,-1.5,-0.3,1.57,0.04999999999999999,0.10000000000000003
14,1,-1.5,-0.3,1.57,0.04999999999999999,0.5
0,1,-1.5,-0.3,0.0,-0.2,-0.3
0,1,-1.5,-0.3,0.0,-0.2,-0.3
1,0,-1.5,-0.3,0.0,-0.2,0.10000000000000003
2,1,-1.5,-0.3,0.0,-0.2,0.5
3,0,-1.5,-0.3,0.0,0.04999999999999999,-0.3
4,0,-1.5,-0.3,0.0,0.04999999999999999,0.10000000000000003
5,1,-1.5,-0.3,0.0,0.04999999999999999,0.5
6,0,-1.5,-0.3,0.0,0.3,-0.3
7,0,-1.5,-0.3,0.0,0.3,0.10000000000000003
8,1,-1.5,-0.3,0.0,0.3,0.5
9,1,-1.5,-0.3,1.57,-0.2,-0.3
10,1,-1.5,-0.3,1.57,-0.2,0.10000000000000003
11,1,-1.5,-0.3,1.57,-0.2,0.5
12,1,-1.5,-0.3,1.57,0.04999999999999999,-0.3
13,1,-1.5,-0.3,1.57,0.04999999999999999,0.10000000000000003
14,1,-1.5,-0.3,1.57,0.04999999999999999,0.5
15,0,-1.5,-0.3,1.57,0.3,-0.3
16,1,-1.5,-0.3,1.57,0.3,0.10000000000000003
17,1,-1.5,-0.3,1.57,0.3,0.5
18,0,-1.5,-0.3,3.14,-0.2,-0.3
19,1,-1.5,-0.3,3.14,-0.2,0.10000000000000003
20,0,-1.5,-0.3,3.14,-0.2,0.5
21,0,-1.5,-0.3,3.14,0.04999999999999999,-0.3
22,0,-1.5,-0.3,3.14,0.04999999999999999,0.10000000000000003
