practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,number,id,video,img,match,NOTES,debug,type,note,text_inst.started,key_resp_inst.started,key_resp_inst.keys,key_resp_inst.rt,text.started,fixate_middle.started,text.stopped,fixate_middle.stopped,movie.started,movie.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.420029878616333,5.420029878616333,space,2.2711260318756104,,,,,,,make up a name,001,2023-03-30_23h15.59.555,meta_vpr,2022.2.5,59.45083542638779,
,,,,,,,,,,,,,,,,,7.808794975280762,8.217781782150269,8.31805682182312,8.78750991821289,8.78750991821289,,,,,,,,
