number,id,video,img,match,NOTES,debug,type,note,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,text_inst.started,key_resp_inst.started,key_resp_inst.keys,key_resp_inst.rt,text.started,fixate_middle.started,text.stopped,movie.started,Goal_reached.started,key_resp.started,key_resp.keys,key_resp.rt,fixate_middle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,3.9452719688415527,3.9452719688415527,space,5.5229620933532715,,,,,,,,,,make up a name,001,2023-03-31_09h55.42.268,meta_vpr,2022.2.5,59.621458189111706,
101,432,../recordings/1/vid.mp4,None,0,"new, old",mismatch,practice,PRACTICE: These are 'different' places,0,0,0,0,,,,,9.575279951095581,10.000304937362671,10.083287954330444,10.594802856445312,17.5246798992157,17.5246798992157,n,2.647264003753662,,make up a name,001,2023-03-31_09h55.42.268,meta_vpr,2022.2.5,59.621458189111706,
,,,,,,,,,,,,,,,,,20.19128394126892,20.689411878585815,20.706299781799316,21.244659900665283,,,,,21.244659900665283,,,,,,,
