practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,number,id,video,img2,match,NOTES,debug,type,note,text_inst.started,key_resp_inst.started,key_resp_inst.keys,key_resp_inst.rt,text.started,fixate_middle.started,text.stopped,fixate_middle.stopped,practice_key_resp.started,movie.started,practice_text.started,practice_hint.started,movie.stopped,practice_key_resp.keys,practice_key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,3.0501489639282227,3.0501489639282227,space,0.25896501541137695,,,,,,,,,,,,make up a name,001,2023-03-30_19h10.14.554,meta_vpr,2022.2.5,60.10262847546131,
,,,,,,,,,,,,,,,,,3.3991551399230957,3.8152201175689697,3.898637056350708,4.398903131484985,4.398903131484985,4.398903131484985,6.3240931034088135,6.3240931034088135,,s,6.910238981246948,,,,,,,
