0.3037 	WARNING 	Speech-to-text recognition module for PocketSphinx is not available (use command `pip install SpeechRecognition` to get it). Transcription will be unavailable using that service this session.
3.6251 	EXP 	Created Goal_reached = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Goal_reached', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
3.6309 	EXP 	Created text_mid = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_mid', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
3.6320 	EXP 	Created fixate_middle = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixate_middle', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
3.6326 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
3.6358 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
3.6383 	EXP 	Created Question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
3.6478 	EXP 	Created text_confidence = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_confidence', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
3.6525 	EXP 	Created text_thanks = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_thanks', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
3.6661 	EXP 	text_inst: autoDraw = True
5.3247 	EXP 	Imported vpr_stimuli1.xlsx as conditions, 2 conditions, 9 params
5.3250 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
5.3253 	EXP 	New trial (rep=0, index=0): {'number': 101, 'id': 432, 'video': '../recordings/100/vid.mp4', 'img': None, 'match': 0, 'NOTES': 'new, old', 'debug': 'mismatch', 'type': 'practice', 'note': "PRACTICE: These are 'different' places"}
5.3261 	DATA 	Keypress: space
5.3261 	DATA 	Keypress: n
5.3361 	EXP 	text_inst: autoDraw = False
5.3361 	EXP 	text: autoDraw = True
5.7533 	EXP 	fixate_middle: autoDraw = True
5.8513 	EXP 	text: autoDraw = False
6.3460 	EXP 	fixate_middle: autoDraw = False
6.3460 	EXP 	fixate_middle: autoDraw = False
6.3460 	EXP 	text: autoDraw = False
8.3017 	EXP 	Goal_reached: autoDraw = True
10.0779 	DATA 	Keypress: n
10.0897 	EXP 	New trial (rep=0, index=1): {'number': 102, 'id': 52, 'video': '../recordings/150/vid.mp4', 'img': None, 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'practice', 'note': "PRACTICE: These are the 'same' place"}
10.1047 	EXP 	Goal_reached: autoDraw = False
10.1047 	EXP 	text: autoDraw = True
10.5882 	EXP 	fixate_middle: autoDraw = True
10.6053 	EXP 	text: autoDraw = False
11.1466 	EXP 	fixate_middle: autoDraw = False
11.1466 	EXP 	fixate_middle: autoDraw = False
11.1466 	EXP 	text: autoDraw = False
13.1150 	EXP 	Goal_reached: autoDraw = True
13.6480 	DATA 	Keypress: n
13.6719 	EXP 	Goal_reached: autoDraw = False
13.6719 	EXP 	text_mid: autoDraw = True
17.0757 	EXP 	Imported vpr_stimuli1.xlsx as conditions, 8 conditions, 9 params
17.0762 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
17.0764 	EXP 	New trial (rep=0, index=0): {'number': 3, 'id': 3, 'video': 'imgs/new0010.png', 'img': '../recordings/120/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
17.0770 	DATA 	Keypress: space
17.0872 	EXP 	text_mid: autoDraw = False
17.0872 	EXP 	text: autoDraw = True
17.5420 	EXP 	fixate_middle: autoDraw = True
17.5917 	EXP 	text: autoDraw = False
18.0575 	EXP 	fixate_middle: autoDraw = False
18.0575 	EXP 	fixate_middle: autoDraw = False
18.0575 	EXP 	text: autoDraw = False
18.0575 	EXP 	image: image = '../recordings/120/first_frame.png'
18.0575 	EXP 	image: autoDraw = True
20.0628 	EXP 	image: autoDraw = False
20.0628 	EXP 	Question: autoDraw = True
23.0625 	EXP 	Question: autoDraw = False
23.2555 	DATA 	Keypress: y
23.2630 	EXP 	Question: autoDraw = False
23.2630 	EXP 	text_confidence: autoDraw = True
26.5249 	DATA 	Keypress: 3
26.5338 	EXP 	New trial (rep=0, index=1): {'number': 4, 'id': 4, 'video': 'imgs/new0012.png', 'img': '../recordings/180/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
26.5490 	EXP 	text_confidence: autoDraw = False
26.5490 	EXP 	text: autoDraw = True
27.0339 	EXP 	fixate_middle: autoDraw = True
27.0526 	EXP 	text: autoDraw = False
27.5414 	EXP 	fixate_middle: autoDraw = False
27.5414 	EXP 	fixate_middle: autoDraw = False
27.5414 	EXP 	text: autoDraw = False
27.5414 	EXP 	image: image = '../recordings/180/first_frame.png'
27.5414 	EXP 	image: autoDraw = True
29.5520 	EXP 	image: autoDraw = False
29.5520 	EXP 	Question: autoDraw = True
31.0287 	DATA 	Keypress: n
31.0363 	EXP 	Question: autoDraw = False
31.0363 	EXP 	text_confidence: autoDraw = True
35.4247 	EXP 	New trial (rep=0, index=2): {'number': 7, 'id': 7, 'video': 'imgs/new0038.png', 'img': '../recordings/360/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
35.4324 	DATA 	Keypress: 4
35.4397 	EXP 	text_confidence: autoDraw = False
35.4397 	EXP 	text: autoDraw = True
35.9263 	EXP 	fixate_middle: autoDraw = True
35.9426 	EXP 	text: autoDraw = False
36.4438 	EXP 	fixate_middle: autoDraw = False
36.4438 	EXP 	fixate_middle: autoDraw = False
36.4438 	EXP 	text: autoDraw = False
36.4438 	EXP 	image: image = '../recordings/360/first_frame.png'
36.4438 	EXP 	image: autoDraw = True
38.4459 	EXP 	image: autoDraw = False
38.4459 	EXP 	Question: autoDraw = True
39.5024 	DATA 	Keypress: y
39.5297 	EXP 	Question: autoDraw = False
39.5297 	EXP 	text_confidence: autoDraw = True
40.9457 	EXP 	New trial (rep=0, index=3): {'number': 5, 'id': 5, 'video': 'imgs/new0015.png', 'img': '../recordings/240/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
40.9536 	DATA 	Keypress: 4
40.9610 	EXP 	text_confidence: autoDraw = False
40.9610 	EXP 	text: autoDraw = True
41.4448 	EXP 	fixate_middle: autoDraw = True
41.4613 	EXP 	text: autoDraw = False
41.9550 	EXP 	fixate_middle: autoDraw = False
41.9550 	EXP 	fixate_middle: autoDraw = False
41.9550 	EXP 	text: autoDraw = False
41.9550 	EXP 	image: image = '../recordings/240/first_frame.png'
41.9550 	EXP 	image: autoDraw = True
43.9665 	EXP 	image: autoDraw = False
43.9665 	EXP 	Question: autoDraw = True
44.6400 	DATA 	Keypress: n
44.6640 	EXP 	Question: autoDraw = False
44.6640 	EXP 	text_confidence: autoDraw = True
45.2186 	EXP 	New trial (rep=0, index=4): {'number': 1, 'id': 1, 'video': 'imgs/new0003.png', 'img': '../recordings/10/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
45.2237 	DATA 	Keypress: 3
45.2340 	EXP 	text_confidence: autoDraw = False
45.2340 	EXP 	text: autoDraw = True
45.7178 	EXP 	fixate_middle: autoDraw = True
45.7344 	EXP 	text: autoDraw = False
46.2352 	EXP 	fixate_middle: autoDraw = False
46.2352 	EXP 	fixate_middle: autoDraw = False
46.2352 	EXP 	text: autoDraw = False
46.2352 	EXP 	image: image = '../recordings/10/first_frame.png'
46.2352 	EXP 	image: autoDraw = True
48.2378 	EXP 	image: autoDraw = False
48.2378 	EXP 	Question: autoDraw = True
49.5107 	DATA 	Keypress: y
49.5185 	EXP 	Question: autoDraw = False
49.5185 	EXP 	text_confidence: autoDraw = True
50.2395 	EXP 	New trial (rep=0, index=5): {'number': 8, 'id': 8, 'video': 'imgs/new0040.png', 'img': '../recordings/420/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
50.2445 	DATA 	Keypress: 5
50.2556 	EXP 	text_confidence: autoDraw = False
50.2556 	EXP 	text: autoDraw = True
50.7386 	EXP 	fixate_middle: autoDraw = True
50.7553 	EXP 	text: autoDraw = False
51.2403 	EXP 	fixate_middle: autoDraw = False
51.2403 	EXP 	fixate_middle: autoDraw = False
51.2403 	EXP 	text: autoDraw = False
51.2403 	EXP 	image: image = '../recordings/420/first_frame.png'
51.2403 	EXP 	image: autoDraw = True
53.2594 	EXP 	image: autoDraw = False
53.2594 	EXP 	image: autoDraw = False
53.2594 	EXP 	Question: autoDraw = True
53.9642 	DATA 	Keypress: n
53.9887 	EXP 	Question: autoDraw = False
53.9887 	EXP 	text_confidence: autoDraw = True
55.0917 	EXP 	New trial (rep=0, index=6): {'number': 6, 'id': 6, 'video': 'imgs/new0026.png', 'img': '../recordings/300/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
55.0989 	DATA 	Keypress: 2
55.1070 	EXP 	text_confidence: autoDraw = False
55.1070 	EXP 	text: autoDraw = True
55.5899 	EXP 	fixate_middle: autoDraw = True
55.6063 	EXP 	text: autoDraw = False
56.1097 	EXP 	fixate_middle: autoDraw = False
56.1097 	EXP 	fixate_middle: autoDraw = False
56.1097 	EXP 	text: autoDraw = False
56.1097 	EXP 	image: image = '../recordings/300/first_frame.png'
56.1097 	EXP 	image: autoDraw = True
58.1122 	EXP 	image: autoDraw = False
58.1122 	EXP 	Question: autoDraw = True
59.0019 	DATA 	Keypress: n
59.0097 	EXP 	Question: autoDraw = False
59.0097 	EXP 	text_confidence: autoDraw = True
60.9801 	EXP 	New trial (rep=0, index=7): {'number': 2, 'id': 2, 'video': 'imgs/new0005.png', 'img': '../recordings/60/first_frame.png', 'match': 1, 'NOTES': 'new, old', 'debug': 'match', 'type': 'test', 'note': None}
60.9869 	DATA 	Keypress: 3
60.9945 	EXP 	text_confidence: autoDraw = False
60.9945 	EXP 	text: autoDraw = True
61.4828 	EXP 	fixate_middle: autoDraw = True
61.4975 	EXP 	text: autoDraw = False
62.0155 	EXP 	fixate_middle: autoDraw = False
62.0155 	EXP 	text: autoDraw = False
62.0155 	EXP 	image: image = '../recordings/60/first_frame.png'
62.0155 	EXP 	image: autoDraw = True
63.9994 	EXP 	image: autoDraw = False
63.9994 	EXP 	Question: autoDraw = True
64.4732 	DATA 	Keypress: n
64.4845 	EXP 	Question: autoDraw = False
64.4845 	EXP 	text_confidence: autoDraw = True
65.3071 	DATA 	Keypress: 5
65.3145 	EXP 	text_confidence: autoDraw = False
65.3145 	EXP 	text_thanks: autoDraw = True
67.1583 	DATA 	Keypress: space
67.1661 	EXP 	text_thanks: autoDraw = False
67.1825 	EXP 	window1: mouseVisible = True
