practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,number,id,img1,img2,match,NOTES,debug,type,note,text_inst.started,key_resp_inst.started,key_resp_inst.keys,key_resp_inst.rt,text.started,fixate_middle.started,text.stopped,fixate_middle.stopped,practice_key_resp.started,movie.started,practice_text.started,practice_hint.started,movie.stopped,practice_key_resp.keys,practice_key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,4.032562971115112,4.032562971115112,space,11.90554404258728,,,,,,,,,,,,make up a name,001,2023-03-30_18h56.35.355,meta_vpr,2022.2.5,59.94740332502459,
,,,,,,,,,,,,,,,,,16.029752016067505,16.4458270072937,16.52928590774536,16.969016790390015,16.969016790390015,16.969016790390015,18.95729684829712,18.95729684829712,23.970001935958862,d,9.080607891082764,,,,,,,
