practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,number,id,video,img2,match,NOTES,debug,type,note,text_inst.started,key_resp_inst.started,key_resp_inst.keys,key_resp_inst.rt,text.started,fixate_middle.started,text.stopped,fixate_middle.stopped,practice_key_resp.started,movie.started,practice_text.started,practice_hint.started,movie.stopped,practice_key_resp.keys,practice_key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,3.217172145843506,3.217172145843506,space,1.3114831447601318,,,,,,,,,,,,make up a name,001,2023-03-30_19h09.24.270,meta_vpr,2022.2.5,59.847666338484366,
,,,,,,,,,,,,,,,,,4.631050109863281,5.058610916137695,5.14197301864624,5.6467931270599365,5.6467931270599365,5.6467931270599365,7.551844120025635,7.551844120025635,12.57014799118042,s,10.881917953491211,,,,,,,
