practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,number,id,img1,img2,match,NOTES,debug,type,note,text_inst.started,key_resp_inst.started,key_resp_inst.keys,key_resp_inst.rt,text.started,fixate_middle.started,text.stopped,fixate_middle.stopped,practice_key_resp.started,movie.started,practice_text.started,practice_hint.started,movie.stopped,practice_key_resp.keys,practice_key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,4.305032968521118,4.305032968521118,space,5.496846914291382,,,,,,,,,,,,make up a name,001,2023-03-30_19h00.12.792,meta_vpr,2022.2.5,59.927617714085684,
,,,,,,,,,,,,,,,,,9.899568796157837,10.327131986618042,10.410224914550781,10.866006851196289,10.866006851196289,10.866006851196289,12.820299863815308,12.820299863815308,17.840245008468628,s,9.495667219161987,,,,,,,
